Clock,Time of arrival (secs),Base Station No. 
10:05,7548.17,15
10:05,7548.69,5
10:05,7551.78,2
10:05,7553.18,8
10:05,7555.81,6
10:05,7558.68,2
10:05,7558.78,0
10:06,7560.16,9
10:06,7567.44,19
10:06,7567.94,1
10:06,7573.16,15
10:06,7574.22,18
10:06,7575.94,2
10:06,7576.76,15
10:06,7576.83,14
10:06,7577.47,10
10:06,7580.44,12
10:06,7581.36,6
10:06,7582.13,0
10:06,7583.12,1
10:06,7584.81,12
10:06,7585.35,15
10:06,7587.58,15
10:06,7588.29,4
10:06,7588.82,10
10:06,7590.02,6
10:06,7590.7,3
10:06,7591.09,16
10:06,7591.7,1
10:06,7592.57,10
10:06,7592.62,6
10:06,7595.56,12
10:06,7595.81,1
10:06,7598.64,8
10:06,7599.35,3
10:06,7600.06,14
10:06,7600.92,14
10:06,7602.5,10
10:06,7603.34,18
10:06,7603.44,2
10:06,7603.93,1
10:06,7603.94,17
10:06,7604.16,19
10:06,7605.79,14
10:06,7608.21,5
10:06,7609.01,11
10:06,7609.91,2
10:06,7610.22,11
10:06,7611.07,4
10:06,7613.33,18
10:06,7613.79,5
10:06,7615,13
10:06,7617.57,3
10:07,7621.11,14
10:07,7622.12,2
10:07,7622.83,17
10:07,7623.55,13
10:07,7625.62,1
10:07,7625.83,5
10:07,7626.49,1
10:07,7626.68,9
10:07,7627.45,12
10:07,7628.79,2
10:07,7630.03,9
10:07,7630.65,0
10:07,7632.85,5
10:07,7634.06,4
10:07,7636.79,4
10:07,7637.14,12
10:07,7637.68,1
10:07,7639.43,12
10:07,7639.57,10
10:07,7641.79,3
10:07,7643.04,3
10:07,7643.11,11
10:07,7646.82,7
10:07,7647.49,12
10:07,7647.8,5
10:07,7648.29,16
10:07,7649.84,18
10:07,7650.12,2
10:07,7651.06,8
10:07,7654.13,15
10:07,7655.8,19
10:07,7655.96,18
10:07,7657.02,13
10:07,7658.3,17
10:07,7659.88,3
10:07,7660.59,2
10:07,7661.26,14
10:07,7662.57,14
10:07,7662.91,12
10:07,7663.16,12
10:07,7663.65,13
10:07,7665.23,18
10:07,7666.88,1
10:07,7667.15,13
10:07,7667.75,19
10:07,7669.44,10
10:07,7669.63,5
10:07,7672.92,10
10:07,7673.15,14
10:07,7673.64,11
10:07,7675.5,6
10:07,7677.45,8
10:07,7677.47,13
10:07,7678.17,2
10:07,7678.56,16
10:08,7680.71,6
10:08,7681.27,12
10:08,7681.53,13
10:08,7684.65,12
10:08,7686.31,9
10:08,7687.18,4
10:08,7687.76,0
10:08,7688,1
10:08,7688.66,12
10:08,7689.89,18
10:08,7690.97,3
10:08,7693.37,4
10:08,7694.98,5
10:08,7695.78,14
10:08,7696.17,6
10:08,7696.8,8
10:08,7699.3,12
10:08,7699.39,6
10:08,7703.55,11
10:08,7704.37,11
10:08,7706.05,0
10:08,7707.25,17
10:08,7707.54,18
10:08,7710.76,9
10:08,7711.65,4
10:08,7714.46,15
10:08,7715.88,15
10:08,7717.57,4
10:08,7717.69,1
10:08,7719.96,8
10:08,7720.62,10
10:08,7721.14,3
10:08,7721.7,14
10:08,7722.06,15
10:08,7723.74,15
10:08,7723.88,10
10:08,7724.86,6
10:08,7725.51,6
10:08,7725.52,17
10:08,7726.32,19
10:08,7726.36,16
10:08,7727.08,1
10:08,7729.12,0
10:08,7729.58,0
10:08,7730.07,1
10:08,7730.69,8
10:08,7731.57,6
10:08,7732.09,8
10:08,7733.89,19
10:08,7734.24,12
10:08,7737.68,6
10:08,7738.01,16
10:09,7740.96,5
10:09,7742.94,2
10:09,7743.03,1
10:09,7743.63,0
10:09,7747.81,14
10:09,7747.99,2
10:09,7748.26,14
10:09,7748.86,0
10:09,7749.5,13
10:09,7750.62,18
10:09,7750.82,18
10:09,7751.33,5
10:09,7751.85,6
10:09,7752.96,8
10:09,7753.78,13
10:09,7756.14,4
10:09,7760.22,0
10:09,7760.62,18
10:09,7763,6
10:09,7763.46,17
10:09,7764.46,4
10:09,7765.53,19
10:09,7765.6,14
10:09,7767.1,0
10:09,7769.5,19
10:09,7769.95,5
10:09,7769.96,13
10:09,7773.11,11
10:09,7775.54,16
10:09,7776.1,3
10:09,7776.12,3
10:09,7777.15,1
10:09,7778,19
10:09,7779.55,17
10:09,7781.56,11
10:09,7783.44,16
10:09,7783.7,18
10:09,7784.04,17
10:09,7785.89,7
10:09,7786.07,19
10:09,7786.47,13
10:09,7790.02,6
10:09,7791.99,14
10:09,7792.01,7
10:09,7793.84,9
10:09,7794.05,13
10:09,7794.82,15
10:09,7795.14,10
10:09,7796.53,17
10:09,7797.57,5
10:10,7800.4,13
10:10,7800.61,11
10:10,7803.22,17
10:10,7804.6,8
10:10,7805.41,3
10:10,7806.13,5
10:10,7806.46,9
10:10,7809.34,15
10:10,7814.65,19
10:10,7815.38,7
10:10,7815.64,5
10:10,7816.57,10
10:10,7816.76,4
10:10,7817.37,16
10:10,7818.54,6
10:10,7819.55,19
10:10,7820.22,11
10:10,7820.56,16
10:10,7820.76,14
10:10,7821.2,11
10:10,7822.6,1
10:10,7822.75,7
10:10,7823.41,7
10:10,7825.19,11
10:10,7825.81,8
10:10,7827.67,12
10:10,7828.74,19
10:10,7829.34,1
10:10,7832.2,9
10:10,7834.5,12
10:10,7838.05,19
10:10,7839.91,1
10:10,7844.45,0
10:10,7846.36,15
10:10,7847.17,16
10:10,7849.06,12
10:10,7849.22,18
10:10,7849.26,17
10:10,7849.54,4
10:10,7850.93,8
10:10,7851.23,12
10:10,7853.84,8
10:10,7854.25,9
10:10,7854.83,14
10:11,7862.77,7
10:11,7866.54,0
10:11,7866.74,8
10:11,7867.16,2
10:11,7867.77,4
10:11,7870.51,19
10:11,7874.23,2
10:11,7874.81,14
10:11,7874.86,13
10:11,7875.25,11
10:11,7877.88,16
10:11,7878.45,0
10:11,7880.81,13
10:11,7883.03,7
10:11,7883.11,8
10:11,7886.71,7
10:11,7888.73,8
10:11,7888.75,14
10:11,7891.86,8
10:11,7892.59,12
10:11,7893.5,7
10:11,7895.93,9
10:11,7896.75,10
10:11,7896.77,7
10:11,7897.07,11
10:11,7897.54,5
10:11,7899.12,4
10:11,7899.28,16
10:11,7900.81,19
10:11,7900.83,7
10:11,7902.99,5
10:11,7906.03,19
10:11,7906.11,3
10:11,7906.88,2
10:11,7906.93,10
10:11,7909.78,4
10:11,7911.69,3
10:11,7912.17,17
10:11,7912.72,0
10:11,7913.54,14
10:11,7913.79,14
10:11,7915.16,3
10:11,7916.65,10
10:11,7919.76,13
10:12,7921.01,19
10:12,7922.19,6
10:12,7922.7,4
10:12,7926.31,15
10:12,7926.61,0
10:12,7927.06,9
10:12,7932.48,14
10:12,7933.75,10
10:12,7934.07,8
10:12,7934.61,5
10:12,7936.62,0
10:12,7938.68,7
10:12,7939.28,18
10:12,7941.56,9
10:12,7942.39,18
10:12,7942.6,2
10:12,7942.63,7
10:12,7945.07,8
10:12,7947.8,14
10:12,7949.72,2
10:12,7950.83,15
10:12,7950.96,12
10:12,7951.24,9
10:12,7952,1
10:12,7952.53,13
10:12,7954.49,4
10:12,7955.12,11
10:12,7956.04,18
10:12,7956.45,2
10:12,7958.97,10
10:12,7959.41,7
10:12,7962.2,3
10:12,7968.14,1
10:12,7969.76,6
10:12,7969.86,10
10:12,7970.35,0
10:12,7971.78,6
10:12,7973.89,16
10:12,7974.02,5
10:12,7975.68,5
10:12,7975.84,13
10:12,7975.93,17
10:12,7975.93,9
10:12,7978.55,9
10:12,7979.81,0
10:13,7980.2,13
10:13,7981.71,7
10:13,7982.89,11
10:13,7983.33,6
10:13,7984.45,11
10:13,7986.07,14
10:13,7986.1,18
10:13,7987.24,7
10:13,7987.93,0
10:13,7991.3,9
10:13,7994.24,18
10:13,7995.2,13
10:13,7996.16,0
10:13,7999.79,10
10:13,8000.47,18
10:13,8002.55,19
10:13,8004.02,18
10:13,8006.84,6
10:13,8007.05,0
10:13,8007.89,0
10:13,8009.74,18
10:13,8010.61,18
10:13,8015.7,11
10:13,8015.81,16
10:13,8016.25,13
10:13,8019.72,18
10:13,8020.23,15
10:13,8021.37,5
10:13,8022.51,6
10:13,8024.57,15
10:13,8028.31,15
10:13,8031.18,15
10:13,8031.36,0
10:13,8032.02,12
10:13,8033.77,19
10:13,8035.15,17
10:13,8035.55,15
10:13,8037.53,6
10:13,8037.63,5
10:14,8040.01,10
10:14,8041.87,0
10:14,8043.59,4
10:14,8044.49,6
10:14,8045.27,1
10:14,8046.01,4
10:14,8046.37,1
10:14,8047.43,14
10:14,8049.01,5
10:14,8049.31,15
10:14,8050.56,14
10:14,8051.52,14
10:14,8052.08,10
10:14,8052.46,2
10:14,8053.28,2
10:14,8053.31,6
10:14,8053.68,5
10:14,8056.68,9
10:14,8057.35,19
10:14,8058.25,6
10:14,8058.61,5
10:14,8059.43,6
10:14,8062.97,4
10:14,8063.7,4
10:14,8064.72,13
10:14,8066.68,3
10:14,8067.35,12
10:14,8067.93,19
10:14,8068.05,10
10:14,8068.14,8
10:14,8071.45,9
10:14,8072.07,16
10:14,8073.08,14
10:14,8076.52,8
10:14,8078.31,13
10:14,8079.3,5
10:14,8080.14,7
10:14,8082.02,6
10:14,8082.33,2
10:14,8084.05,14
10:14,8084.24,10
10:14,8084.83,14
10:14,8085.13,18
10:14,8087.54,16
10:14,8087.8,19
10:14,8087.97,17
10:14,8093.06,2
10:14,8094.16,17
10:14,8095.35,0
10:14,8095.56,6
10:14,8096.49,13
10:14,8097.79,10
10:14,8099.5,8
10:14,8099.77,18
10:15,8100.76,18
10:15,8100.78,18
10:15,8101.72,2
10:15,8102.85,11
10:15,8103.13,8
10:15,8103.48,19
10:15,8103.95,1
10:15,8106.08,12
10:15,8108.61,13
10:15,8109.68,7
10:15,8110.74,14
10:15,8111.57,6
10:15,8113.21,3
10:15,8115.41,9
10:15,8116.66,0
10:15,8118.89,2
10:15,8119.28,12
10:15,8120.73,18
10:15,8120.88,1
10:15,8120.92,10
10:15,8121.2,8
10:15,8123.79,10
10:15,8124.24,15
10:15,8124.4,16
10:15,8125.8,7
10:15,8126.33,0
10:15,8128.55,18
10:15,8129.15,17
10:15,8129.15,12
10:15,8129.97,12
10:15,8132.11,15
10:15,8132.55,17
10:15,8132.67,1
10:15,8133.12,5
10:15,8134.57,2
10:15,8135.17,6
10:15,8135.32,15
10:15,8135.56,10
10:15,8136.33,15
10:15,8136.53,11
10:15,8137.83,16
10:15,8141.43,0
10:15,8142.86,5
10:15,8142.88,17
10:15,8145.14,16
10:15,8145.25,3
10:15,8147.58,13
10:15,8151.58,7
10:15,8154.2,19
10:15,8155.33,14
10:15,8156.54,15
10:15,8156.61,5
10:15,8157.86,12
10:15,8158.8,4
10:16,8160.18,4
10:16,8162.15,15
10:16,8165.43,18
10:16,8166.29,2
10:16,8169.52,18
10:16,8171.91,17
10:16,8172.34,14
10:16,8173.65,18
10:16,8176.8,0
10:16,8179.55,10
10:16,8180.62,9
10:16,8186.5,10
10:16,8190.84,12
10:16,8190.88,0
10:16,8191.98,16
10:16,8192.77,12
10:16,8195.68,7
10:16,8195.76,6
10:16,8196.55,7
10:16,8196.59,14
10:16,8197.98,13
10:16,8199.06,9
10:16,8199.9,1
10:16,8200.03,13
10:16,8201.52,4
10:16,8204.45,9
10:16,8206.29,2
10:16,8206.87,1
10:16,8207.61,15
10:16,8208.83,3
10:16,8209.46,11
10:16,8211.66,5
10:16,8216.09,7
10:16,8216.59,13
10:16,8219.33,14
10:16,8219.35,16
10:17,8221.81,18
10:17,8221.84,16
10:17,8224.94,3
10:17,8226.85,14
10:17,8227.51,0
10:17,8228.65,18
10:17,8231.25,1
10:17,8231.56,19
10:17,8232.02,8
10:17,8233.66,17
10:17,8234.58,13
10:17,8235.24,5
10:17,8235.72,2
10:17,8238.53,15
10:17,8239.9,17
10:17,8245.13,1
10:17,8247.29,1
10:17,8248.51,11
10:17,8250.24,14
10:17,8250.3,19
10:17,8250.91,3
10:17,8250.94,13
10:17,8251.08,19
10:17,8251.43,18
10:17,8252.02,17
10:17,8252.28,11
10:17,8255.16,5
10:17,8255.25,12
10:17,8257,6
10:17,8259.76,13
10:17,8259.96,9
10:17,8260.04,0
10:17,8265.67,6
10:17,8265.77,7
10:17,8266.18,12
10:17,8267.45,9
10:17,8267.81,10
10:17,8268.62,1
10:17,8268.63,1
10:17,8269.92,15
10:17,8271.29,12
10:17,8272.27,11
10:17,8274.65,0
10:17,8274.94,11
10:17,8275.1,15
10:17,8276.45,9
10:17,8279.27,13
10:18,8281.5,9
10:18,8283.07,18
10:18,8283.57,13
10:18,8284.26,2
10:18,8284.76,18
10:18,8284.95,14
10:18,8285.78,18
10:18,8287.92,13
10:18,8288.12,19
10:18,8295.86,19
10:18,8295.99,6
10:18,8298.99,15
10:18,8299.33,15
10:18,8299.95,0
10:18,8300.14,18
10:18,8300.63,9
10:18,8303.24,1
10:18,8304.01,10
10:18,8304.96,4
10:18,8306.5,8
10:18,8306.89,5
10:18,8307.55,0
10:18,8307.59,2
10:18,8308.55,19
10:18,8309.37,4
10:18,8311.38,7
10:18,8314.31,9
10:18,8314.43,1
10:18,8319.62,9
10:18,8319.72,5
10:18,8321.9,9
10:18,8322.95,14
10:18,8323.16,15
10:18,8323.37,15
10:18,8326.04,17
10:18,8326.5,4
10:18,8328.94,18
10:18,8329.4,11
10:18,8333.58,10
10:18,8333.63,6
10:18,8334.35,15
10:18,8335.32,18
10:18,8335.6,4
10:18,8337.7,4
10:18,8338.77,0
10:18,8339.03,10
10:18,8339.99,10
10:19,8344.09,18
10:19,8348.32,11
10:19,8348.69,9
10:19,8350.22,2
10:19,8350.71,12
10:19,8356.14,12
10:19,8356.75,9
10:19,8359.63,9
10:19,8360.43,6
10:19,8362.59,13
10:19,8362.88,13
10:19,8363.05,5
10:19,8364.17,8
10:19,8364.37,4
10:19,8365.79,17
10:19,8366.4,14
10:19,8367.46,9
10:19,8370.32,13
10:19,8370.97,9
10:19,8372.5,0
10:19,8373.93,15
10:19,8374.09,11
10:19,8375.33,2
10:19,8376.76,2
10:19,8379.82,18
10:19,8380.24,9
10:19,8380.91,1
10:19,8380.95,7
10:19,8383.96,5
10:19,8386.76,8
10:19,8389.82,12
10:19,8390.16,5
10:19,8390.48,2
10:19,8396.99,12
10:19,8398.68,4
10:20,8401.68,16
10:20,8401.96,4
10:20,8406.1,3
10:20,8409.25,4
10:20,8411.56,19
10:20,8412.48,5
10:20,8413.13,18
10:20,8413.73,16
10:20,8417.63,12
10:20,8417.91,8
10:20,8418.78,10
10:20,8423.23,9
10:20,8423.47,14
10:20,8424.31,0
10:20,8426.26,13
10:20,8426.96,1
10:20,8429.39,12
10:20,8434.41,12
10:20,8436.02,18
10:20,8437.3,9
10:20,8438.08,1
10:20,8438.26,0
10:20,8438.89,14
10:20,8440.75,10
10:20,8441.69,15
10:20,8442.43,5
10:20,8442.83,8
10:20,8444.23,9
10:20,8444.85,5
10:20,8445.51,5
10:20,8445.84,7
10:20,8446.12,12
10:20,8447.19,13
10:20,8447.63,5
10:20,8455.85,10
10:20,8456.02,7
10:20,8457.59,0
10:20,8459.99,16
10:21,8461.34,15
10:21,8461.94,5
10:21,8462.9,0
10:21,8463.44,9
10:21,8464.42,0
10:21,8464.58,15
10:21,8465.26,14
10:21,8465.31,9
10:21,8470.49,15
10:21,8472.95,13
10:21,8473.9,19
10:21,8474.26,2
10:21,8475.27,8
10:21,8475.54,8
10:21,8477.38,16
10:21,8477.66,4
10:21,8479.95,15
10:21,8481.39,6
10:21,8482.25,2
10:21,8483.07,0
10:21,8483.75,13
10:21,8486.72,4
10:21,8487.22,3
10:21,8489.71,3
10:21,8492.27,3
10:21,8492.57,6
10:21,8495.47,13
10:21,8495.82,1
10:21,8496.77,8
10:21,8501.73,5
10:21,8502.37,0
10:21,8502.52,18
10:21,8509.06,6
10:21,8509.34,12
10:21,8509.49,8
10:21,8510.73,11
10:21,8511.81,14
10:21,8512.46,6
10:21,8516.76,7
10:21,8518.91,15
10:22,8525.67,12
10:22,8527.1,7
10:22,8527.33,14
10:22,8529.17,12
10:22,8530.39,14
10:22,8530.59,10
10:22,8531.55,1
10:22,8533.13,2
10:22,8534.84,0
10:22,8538.54,2
10:22,8539.32,6
10:22,8540.41,14
10:22,8540.48,17
10:22,8541.22,17
10:22,8541.8,2
10:22,8542.97,5
10:22,8543.65,13
10:22,8544.55,14
10:22,8547.02,8
10:22,8547.1,17
10:22,8548.57,8
10:22,8548.92,10
10:22,8552.37,2
10:22,8553.83,14
10:22,8555.81,10
10:22,8556.72,16
10:22,8556.82,14
10:22,8557.85,7
10:22,8560.29,10
10:22,8560.35,10
10:22,8561.16,18
10:22,8561.35,10
10:22,8563.96,16
10:22,8564.39,6
10:22,8565.85,10
10:22,8566.83,5
10:22,8573.22,15
10:22,8573.54,17
10:22,8574.31,4
10:22,8575.86,15
10:22,8576.98,8
10:22,8577.07,16
10:23,8580.02,4
10:23,8582.75,5
10:23,8582.9,16
10:23,8584.72,18
10:23,8584.89,4
10:23,8585.02,13
10:23,8585.1,17
10:23,8587.43,6
10:23,8587.91,8
10:23,8592,8
10:23,8592.13,4
10:23,8592.25,10
10:23,8592.67,6
10:23,8594.2,3
10:23,8594.66,13
10:23,8598.19,10
10:23,8598.23,17
10:23,8599.52,0
10:23,8599.89,16
10:23,8600.19,5
10:23,8603.16,18
10:23,8603.6,16
10:23,8604.15,17
10:23,8604.27,6
10:23,8604.31,6
10:23,8604.7,18
10:23,8605.09,12
10:23,8605.8,16
10:23,8607.34,17
10:23,8614.02,19
10:23,8614.11,6
10:23,8615.14,14
10:23,8616.55,11
10:23,8618.64,15
10:23,8618.85,10
10:23,8618.86,3
10:23,8625.68,3
10:23,8627.03,14
10:23,8630.89,2
10:23,8631.65,11
10:23,8631.75,11
10:23,8632.77,11
10:23,8634.73,13
10:23,8635.71,17
10:23,8636.17,19
10:23,8636.35,6
10:23,8636.71,2
10:23,8638.01,6
10:23,8640,12
10:24,8640.42,2
10:24,8641.72,2
10:24,8643.78,5
10:24,8644.43,13
10:24,8644.8,0
10:24,8645.4,7
10:24,8645.41,8
10:24,8649.15,1
10:24,8653.14,0
10:24,8654,4
10:24,8657.88,18
10:24,8658.53,7
10:24,8659.87,0
10:24,8661.15,1
10:24,8661.85,12
10:24,8663.94,3
10:24,8664,0
10:24,8664.08,5
10:24,8666.82,8
10:24,8668.59,13
10:24,8672.1,5
10:24,8672.66,16
10:24,8673.22,2
10:24,8673.34,0
10:24,8673.71,2
10:24,8675.59,19
10:24,8676.03,12
10:24,8676.07,14
10:24,8677.82,12
10:24,8679.94,10
10:24,8680.79,16
10:24,8681.51,18
10:24,8683.01,2
10:24,8684.05,5
10:24,8684.07,2
10:24,8684.18,7
10:24,8684.27,15
10:24,8684.48,4
10:24,8684.76,1
10:24,8684.79,5
10:24,8689.3,14
10:24,8689.92,11
10:24,8693.65,9
10:24,8694.31,7
10:24,8698.37,0
10:25,8706.02,3
10:25,8706.48,4
10:25,8708.66,9
10:25,8710.26,14
10:25,8716.48,19
10:25,8717.36,16
10:25,8717.4,3
10:25,8718.11,11
10:25,8719.43,11
10:25,8719.88,17
10:25,8722.65,6
10:25,8723.05,16
10:25,8724.74,19
10:25,8724.77,8
10:25,8725.56,3
10:25,8728.08,14
10:25,8728.88,15
10:25,8729.34,6
10:25,8730.52,9
10:25,8730.76,17
10:25,8730.84,9
10:25,8730.89,19
10:25,8733.3,5
10:25,8733.41,15
10:25,8733.72,16
10:25,8733.81,13
10:25,8734.17,17
10:25,8734.83,13
10:25,8735.01,5
10:25,8735.2,0
10:25,8735.68,17
10:25,8738.11,3
10:25,8738.82,18
10:25,8739.51,2
10:25,8740.29,7
10:25,8743.41,5
10:25,8745.31,19
10:25,8746.66,19
10:25,8749.36,0
10:25,8750.33,0
10:25,8753.92,11
10:25,8754.53,6
10:25,8756.25,19
10:25,8756.38,2
10:25,8756.87,5
10:25,8757.4,3
10:25,8758.23,5
10:25,8758.41,8
10:25,8758.82,7
10:26,8761.75,5
10:26,8763.65,13
10:26,8764.01,16
10:26,8766.16,10
10:26,8766.25,18
10:26,8766.48,2
10:26,8766.84,9
10:26,8767.75,3
10:26,8769.75,19
10:26,8769.89,11
10:26,8772.83,12
10:26,8772.94,4
10:26,8773.17,16
10:26,8773.45,4
10:26,8773.98,16
10:26,8776.08,3
10:26,8777.55,16
10:26,8777.93,4
10:26,8778.95,9
10:26,8779.81,19
10:26,8780.16,7
10:26,8781.77,9
10:26,8782.92,4
10:26,8783.21,7
10:26,8785.96,0
10:26,8786.49,0
10:26,8787.99,19
10:26,8789.2,0
10:26,8790.07,4
10:26,8790.34,8
10:26,8792.72,7
10:26,8792.89,2
10:26,8793.73,17
10:26,8794.69,12
10:26,8795.44,10
10:26,8798.52,5
10:26,8800.11,17
10:26,8800.19,16
10:26,8801.12,4
10:26,8801.82,5
10:26,8802.32,19
10:26,8804.48,12
10:26,8805.21,2
10:26,8808.81,12
10:26,8809.58,13
10:26,8810.48,17
10:26,8811.7,13
10:26,8814.62,5
10:26,8814.85,4
10:26,8815.59,2
10:26,8816.39,18
10:26,8817.86,12
10:26,8818.27,14
10:27,8820.82,14
10:27,8822.98,8
10:27,8824.02,10
10:27,8824.98,10
10:27,8825.33,13
10:27,8828.35,11
10:27,8829.15,15
10:27,8830.18,13
10:27,8832.51,15
10:27,8834.01,4
10:27,8834.9,0
10:27,8835.04,8
10:27,8837.1,16
10:27,8838.78,16
10:27,8838.95,14
10:27,8840.5,0
10:27,8843.1,11
10:27,8843.85,17
10:27,8844.53,16
10:27,8845.84,18
10:27,8847.66,17
10:27,8847.72,16
10:27,8848.16,4
10:27,8848.41,17
10:27,8848.58,8
10:27,8851.85,17
10:27,8852.87,13
10:27,8853.18,18
10:27,8854.89,19
10:27,8855.03,4
10:27,8855.66,14
10:27,8858.22,4
10:27,8860.27,13
10:27,8862.46,2
10:27,8867.2,18
10:27,8867.42,0
10:27,8867.9,13
10:27,8868.08,15
10:27,8868.82,11
10:27,8869.35,11
10:27,8870.3,3
10:27,8870.55,4
10:27,8874.16,4
10:27,8874.71,10
10:27,8874.99,15
10:27,8875.86,18
10:27,8877.16,16
10:27,8877.26,15
10:28,8880.02,18
10:28,8880.53,8
10:28,8882.03,6
10:28,8882.04,17
10:28,8883.13,1
10:28,8885.04,17
10:28,8885.64,16
10:28,8889.76,17
10:28,8890.27,0
10:28,8890.46,1
10:28,8892.19,4
10:28,8892.76,6
10:28,8894.01,14
10:28,8894.62,15
10:28,8896.02,10
10:28,8899.15,13
10:28,8901.47,0
10:28,8901.98,16
10:28,8902.43,2
10:28,8903.08,3
10:28,8903.48,8
10:28,8904.61,12
10:28,8914.37,7
10:28,8914.59,0
10:28,8914.68,18
10:28,8914.7,2
10:28,8914.95,7
10:28,8916.4,17
10:28,8917.66,8
10:28,8917.91,3
10:28,8919.32,4
10:28,8919.61,12
10:28,8920.8,8
10:28,8922.53,7
10:28,8926.23,3
10:28,8931.24,14
10:28,8933.51,0
10:29,8940.92,1
10:29,8942.32,7
10:29,8946.68,3
10:29,8948.66,12
10:29,8948.73,13
10:29,8949.04,10
10:29,8951.29,2
10:29,8951.33,15
10:29,8952.49,17
10:29,8954.48,8
10:29,8962.12,9
10:29,8963.32,0
10:29,8969.3,8
10:29,8969.67,7
10:29,8970.46,17
10:29,8970.7,11
10:29,8972.77,18
10:29,8973.43,18
10:29,8974.57,10
10:29,8974.81,9
10:29,8979.42,18
10:29,8980.12,0
10:29,8980.54,12
10:29,8982.31,10
10:29,8982.49,15
10:29,8983.29,2
10:29,8983.48,17
10:29,8983.61,9
10:29,8983.93,17
10:29,8984.17,8
10:29,8984.76,5
10:29,8984.89,17
10:29,8986.03,17
10:29,8989.15,3
10:29,8989.35,16
10:29,8990.38,19
10:29,8991.15,0
10:29,8991.43,17
10:29,8992.14,0
10:29,8993.65,2
10:29,8995.62,13
10:29,8995.98,16
10:29,8996.16,19
10:29,8997.83,19
10:29,8998.09,10
10:30,9000.22,8
10:30,9004.73,18
10:30,9008.49,10
10:30,9010.65,8
10:30,9012.95,3
10:30,9015.09,5
10:30,9016.32,5
10:30,9016.44,3
10:30,9017.63,0
10:30,9018.17,8
10:30,9018.85,1
10:30,9019.92,19
10:30,9020.56,2
10:30,9022.43,3
10:30,9024.15,19
10:30,9024.98,7
10:30,9025.13,13
10:30,9026.8,15
10:30,9027.41,6
10:30,9030.19,7
10:30,9031.49,18
10:30,9034.44,13
10:30,9036.98,15
10:30,9047.09,10
10:30,9048.46,15
10:30,9048.49,11
10:30,9052.08,8
10:30,9052.14,7
10:30,9052.29,11
10:30,9052.86,0
10:30,9053.67,17
10:30,9053.76,14
10:30,9056.27,9
10:30,9057.96,6
10:30,9059.11,10
10:30,9059.82,18
10:31,9060.98,9
10:31,9061.47,19
10:31,9061.95,17
10:31,9063.23,7
10:31,9064.02,4
10:31,9064.22,19
10:31,9064.54,8
10:31,9065.92,5
10:31,9067.16,4
10:31,9068.33,4
10:31,9068.86,16
10:31,9070.39,19
10:31,9071.97,0
10:31,9072.94,18
10:31,9074.13,1
10:31,9074.4,19
10:31,9076.45,17
10:31,9080.85,8
10:31,9081.53,9
10:31,9081.59,9
10:31,9081.72,11
10:31,9086.27,7
10:31,9087.06,14
10:31,9088.25,11
10:31,9088.68,7
10:31,9091.55,7
10:31,9091.72,10
10:31,9092.19,8
10:31,9093.74,14
10:31,9097.04,17
10:31,9098.27,14
10:31,9098.65,2
10:31,9099.06,5
10:31,9099.49,9
10:31,9101.12,15
10:31,9102.64,3
10:31,9103.44,17
10:31,9104.5,12
10:31,9105.35,8
10:31,9107.54,10
10:31,9113.91,19
10:31,9115.65,2
10:31,9115.7,6
10:31,9116.33,15
10:31,9116.61,12
10:31,9116.67,17
10:31,9117.23,5
10:31,9117.61,11
10:32,9124.09,7
10:32,9127.45,19
10:32,9127.8,16
10:32,9127.91,2
10:32,9128.65,11
10:32,9130.83,4
10:32,9132.15,15
10:32,9132.46,9
10:32,9134.33,10
10:32,9135.68,2
10:32,9137.7,14
10:32,9138.42,9
10:32,9139.7,9
10:32,9140.19,10
10:32,9140.44,19
10:32,9143.83,16
10:32,9143.99,17
10:32,9144.7,4
10:32,9145.5,15
10:32,9145.56,6
10:32,9146.19,15
10:32,9148.95,13
10:32,9149.06,13
10:32,9149.2,12
10:32,9149.57,17
10:32,9149.68,8
10:32,9150.98,10
10:32,9150.99,8
10:32,9153.29,16
10:32,9153.93,0
10:32,9154.68,8
10:32,9155.14,3
10:32,9158.76,5
10:32,9158.86,19
10:32,9160.4,19
10:32,9165.47,10
10:32,9165.93,15
10:32,9167.17,12
10:32,9170.06,19
10:32,9171.89,16
10:32,9176.2,18
10:32,9177.19,16
10:32,9178.4,16
10:33,9180.34,17
10:33,9184.44,7
10:33,9184.62,7
10:33,9185.09,17
10:33,9187.83,13
10:33,9188.57,18
10:33,9193.87,13
10:33,9195.48,14
10:33,9196.15,4
10:33,9198.24,10
10:33,9200.46,17
10:33,9202.14,6
10:33,9204.48,3
10:33,9205.25,14
10:33,9208.12,7
10:33,9208.51,16
10:33,9209.16,7
10:33,9210.63,1
10:33,9211.78,14
10:33,9211.79,4
10:33,9212.82,12
10:33,9213.07,14
10:33,9215.97,18
10:33,9215.98,19
10:33,9216.93,3
10:33,9217.53,2
10:33,9218.64,10
10:33,9219.95,14
10:33,9221.74,16
10:33,9222.54,12
10:33,9224.85,1
10:33,9226.79,13
10:33,9229.96,11
10:33,9231.03,9
10:33,9232.95,18
10:33,9235.45,16
10:33,9236.38,15
10:33,9236.54,5
10:33,9237.48,6
10:34,9241.15,18
10:34,9241.82,10
10:34,9242.88,17
10:34,9244.73,6
10:34,9245.03,0
